id,name,base_frequency,tdp,max_temp,url,socket,product_line,lithography,opn_tray,opn_pib,revision,cache_l1,cache_l2,cache_l3,first_mention_year
1,AMD Athlon II X2 210e,2600,45,71,https://web.archive.org/web/20131123023118/http://products.amd.com/pages/DesktopCPUDetail.aspx?id=725&f1=&f2=&f3=&f4=&f5=&f6=&f7=&f8=&f9=&f10=&f11=&f12=,AM3,AMD Athlon II X2,45,AD210EHDK22GI,AD210EHDGIBOX,C2,128,512,,2013
2,AMD Athlon II X2 270u,2000,25,81,https://web.archive.org/web/20131123220405/http://products.amd.com/pages/DesktopCPUDetail.aspx?id=724&f1=&f2=&f3=&f4=&f5=&f6=&f7=&f8=&f9=&f10=&f11=&f12=,AM3,AMD Athlon II X2,45,AD270USCK23GM,,C3,128,512,,2013
3,AMD Athlon X2 6000+,3000,89,70,https://web.archive.org/web/20131123023038/http://products.amd.com/pages/DesktopCPUDetail.aspx?id=548&f1=&f2=&f3=&f4=&f5=&f6=&f7=&f8=&f9=&f10=&f11=&f12=,AM2,AMD Athlon X2,90,ADA6000IAA6CZ,ADA6000CZBOX,f3,128,1024,,2013
4,AMD Athlon X2 7850,2800,95,73,https://web.archive.org/web/20131123023033/http://products.amd.com/pages/DesktopCPUDetail.aspx?id=535&f1=&f2=&f3=&f4=&f5=&f6=&f7=&f8=&f9=&f10=&f11=&f12=,AM2+,AMD Athlon X2,65,AD785ZWCJ2BGH,AD785ZWCGHBOX,B3,128,512,2048,2013
5,AMD Athlon X2 7450,2400,95,73,https://web.archive.org/web/20131123021445/http://products.amd.com/pages/DesktopCPUDetail.aspx?id=508&f1=&f2=&f3=&f4=&f5=&f6=&f7=&f8=&f9=&f10=&f11=&f12=,AM2+,AMD Athlon X2,65,AD7450WCJ2BGH,,B3,128,512,2048,2013
6,AMD Athlon X2 7550,2500,95,73,https://web.archive.org/web/20131123021439/http://products.amd.com/pages/DesktopCPUDetail.aspx?id=507&f1=&f2=&f3=&f4=&f5=&f6=&f7=&f8=&f9=&f10=&f11=&f12=,AM2+,AMD Athlon X2,65,AD7550WCJ2BGH,,B3,128,512,2048,2013
7,AMD Athlon X2 7750,2700,95,73,https://web.archive.org/web/20131123021434/http://products.amd.com/pages/DesktopCPUDetail.aspx?id=506&f1=&f2=&f3=&f4=&f5=&f6=&f7=&f8=&f9=&f10=&f11=&f12=,AM2+,AMD Athlon X2,65,AD775ZWCJ2BGH,AD775ZWCGHBOX,B3,128,512,2048,2013
8,AMD Athlon X2 5000+,2200,65,74,https://web.archive.org/web/20131123161123/http://products.amd.com/pages/DesktopCPUDetail.aspx?id=607&f1=&f2=&f3=&f4=&f5=&f6=&f7=&f8=&f9=&f10=&f11=&f12=,AM2+,AMD Athlon X2,45,AD5000ODJ22GI,AD5000ODGIBOX,C2,128,512,,2013
9,AMD Athlon X2 5200+,2300,65,74,https://web.archive.org/web/20131122020932/http://products.amd.com/pages/DesktopCPUDetail.aspx?id=712&f1=&f2=&f3=&f4=&f5=&f6=&f7=&f8=&f9=&f10=&f11=&f12=,AM3,AMD Athlon X2,45,AD5200OCK22GM,,C3,128,512,,2013
10,AMD Athlon X2 4600+,2400,65,55,https://web.archive.org/web/20131123025946/http://products.amd.com/pages/DesktopCPUDetail.aspx?id=430&f1=&f2=&f3=&f4=&f5=&f6=&f7=&f8=&f9=&f10=&f11=&f12=,AM2,AMD Athlon X2,65,ADO4600IAA5DO,ADO4600DOBOX,G2,128,512,,2013
11,AMD Athlon X2 5600+,2900,65,55,https://web.archive.org/web/20131123021359/http://products.amd.com/pages/DesktopCPUDetail.aspx?id=422&f1=&f2=&f3=&f4=&f5=&f6=&f7=&f8=&f9=&f10=&f11=&f12=,AM2,AMD Athlon X2,65,ADO5600IAA5DO,ADO5600DOBOX,G2,128,512,,2013
12,AMD Athlon X2 BE-2400,2300,45,55,https://web.archive.org/web/20131123025620/http://products.amd.com/pages/DesktopCPUDetail.aspx?id=395&f1=&f2=&f3=&f4=&f5=&f6=&f7=&f8=&f9=&f10=&f11=&f12=,AM2,AMD Athlon X2,65,ADH2400IAA5DO,ADH2400DOBOX,G2,128,512,,2013
13,AMD Athlon X2 BE-2300,1900,45,55,https://web.archive.org/web/20131123025614/http://products.amd.com/pages/DesktopCPUDetail.aspx?id=394&f1=&f2=&f3=&f4=&f5=&f6=&f7=&f8=&f9=&f10=&f11=&f12=,AM2,AMD Athlon X2,65,ADH2300IAA5DD,ADH2300DDBOX,G1,128,512,,2013
14,AMD Athlon X2 5200+,2700,65,55,https://web.archive.org/web/20131123021328/http://products.amd.com/pages/DesktopCPUDetail.aspx?id=39&f1=&f2=&f3=&f4=&f5=&f6=&f7=&f8=&f9=&f10=&f11=&f12=,AM2,AMD Athlon X2,65,ADO5200IAA5DO,ADO5200DOBOX,G2,128,512,0,2013
15,AMD Athlon X2 5200+,2600,65,55,https://web.archive.org/web/20131123150209/http://products.amd.com/pages/DesktopCPUDetail.aspx?id=38&f1=&f2=&f3=&f4=&f5=&f6=&f7=&f8=&f9=&f10=&f11=&f12=,AM2,AMD Athlon X2,90,ADO5200IAA6CZ,ADO5200CZBOX,F3,128,1024,0,2013
16,AMD Athlon X2 4800+,2500,65,55,https://web.archive.org/web/20131123014800/http://products.amd.com/pages/DesktopCPUDetail.aspx?id=46&f1=&f2=&f3=&f4=&f5=&f6=&f7=&f8=&f9=&f10=&f11=&f12=,AM2,AMD Athlon X2,65,ADO4800IAA5DO,ADO4800DOBOX,G2,128,512,0,2013
17,AMD Athlon X2 4400+,2300,65,55,https://web.archive.org/web/20131123030237/http://products.amd.com/pages/DesktopCPUDetail.aspx?id=53&f1=&f2=&f3=&f4=&f5=&f6=&f7=&f8=&f9=&f10=&f11=&f12=,AM2,AMD Athlon X2,65,ADO4400IAA5DO,ADO4400DOBOX,G2,128,512,0,2013
18,AMD Athlon X2 4600+,2400,65,55,https://web.archive.org/web/20131123023018/http://products.amd.com/pages/DesktopCPUDetail.aspx?id=51&f1=&f2=&f3=&f4=&f5=&f6=&f7=&f8=&f9=&f10=&f11=&f12=,AM2,AMD Athlon X2,90,ADO4600IAA5CU,ADO4600CUBOX,F2,128,512,0,2013
19,AMD Athlon X2 4600+,2400,89,55,https://web.archive.org/web/20131123161102/http://products.amd.com/pages/DesktopCPUDetail.aspx?id=50&f1=&f2=&f3=&f4=&f5=&f6=&f7=&f8=&f9=&f10=&f11=&f12=,AM2,AMD Athlon X2,90,ADA4600IAA5CU,ADA4600CUBOX,F2,128,512,0,2013
20,AMD Athlon X2 4800+,2400,65,55,https://web.archive.org/web/20131123161057/http://products.amd.com/pages/DesktopCPUDetail.aspx?id=49&f1=&f2=&f3=&f4=&f5=&f6=&f7=&f8=&f9=&f10=&f11=&f12=,AM2,AMD Athlon X2,90,ADO4800IAA6CS,ADO4800CSBOX,F2,128,1024,0,2013
21,AMD Athlon X2 4000+,2100,65,55,https://web.archive.org/web/20131122050433/http://products.amd.com/pages/DesktopCPUDetail.aspx?id=60&f1=&f2=&f3=&f4=&f5=&f6=&f7=&f8=&f9=&f10=&f11=&f12=,AM2,AMD Athlon X2,65,ADO4000IAA5DD,ADO4000DDBOX,G1,128,512,0,2013
22,AMD Athlon X2 4200+,2200,65,55,https://web.archive.org/web/20131123021516/http://products.amd.com/pages/DesktopCPUDetail.aspx?id=59&f1=&f2=&f3=&f4=&f5=&f6=&f7=&f8=&f9=&f10=&f11=&f12=,AM2,AMD Athlon X2,65,ADO4200IAA5DD,ADO4200DDBOX,G1,128,512,0,2013
23,AMD Athlon X2 4800+,2400,110,49,https://web.archive.org/web/20131123023113/http://products.amd.com/pages/DesktopCPUDetail.aspx?id=66&f1=&f2=&f3=&f4=&f5=&f6=&f7=&f8=&f9=&f10=&f11=&f12=,939,AMD Athlon X2,90,ADA4800DAA6CD,ADA4800CDBOX,E6,128,1024,0,2013
24,AMD Athlon X2 3800+,2000,35,49,https://web.archive.org/web/20131123014935/http://products.amd.com/pages/DesktopCPUDetail.aspx?id=65&f1=&f2=&f3=&f4=&f5=&f6=&f7=&f8=&f9=&f10=&f11=&f12=,AM2,AMD Athlon X2,90,ADD3800IAA5CU,ADD3800CUBOX,F2,128,512,0,2013
25,AMD Athlon X2 3800+,2000,65,55,https://web.archive.org/web/20131123030311/http://products.amd.com/pages/DesktopCPUDetail.aspx?id=64&f1=&f2=&f3=&f4=&f5=&f6=&f7=&f8=&f9=&f10=&f11=&f12=,AM2,AMD Athlon X2,90,ADO3800IAA5CU,ADO3800CUBOX,F2,128,512,0,2013
26,AMD Athlon X2 3800+,2000,89,55,https://web.archive.org/web/20131123021607/http://products.amd.com/pages/DesktopCPUDetail.aspx?id=63&f1=&f2=&f3=&f4=&f5=&f6=&f7=&f8=&f9=&f10=&f11=&f12=,AM2,AMD Athlon X2,90,ADA3800IAA5CU,ADA3800CUBOX,F2,128,512,0,2013
27,AMD Athlon X2 4000+,2000,65,55,https://web.archive.org/web/20131123014910/http://products.amd.com/pages/DesktopCPUDetail.aspx?id=62&f1=&f2=&f3=&f4=&f5=&f6=&f7=&f8=&f9=&f10=&f11=&f12=,AM2,AMD Athlon X2,90,ADO4000IAA6CS,ADO4000CSBOX,F2,128,1024,0,2013
28,AMD Athlon X2 4000+,2000,89,55,https://web.archive.org/web/20131123021546/http://products.amd.com/pages/DesktopCPUDetail.aspx?id=61&f1=&f2=&f3=&f4=&f5=&f6=&f7=&f8=&f9=&f10=&f11=&f12=,AM2,AMD Athlon X2,90,ADA4000IAA6CS,ADA4000CSBOX,F2,128,1024,0,2013
29,AMD Sempron 2800+,1600,62,69,https://web.archive.org/web/20110817094905/http://products.amd.com/en-us/DesktopCPUDetail.aspx?id=170&f1=&f2=&f3=&f4=&f5=&f6=&f7=&f8=&f9=&f10=&f11=&f12=,754,AMD Sempron,90,SDA2800AIO3BX,SDA2800BXBOX,E6,128,256,0,2011
30,AMD Sempron 2800+,1600,62,69,https://web.archive.org/web/20110817094900/http://products.amd.com/en-us/DesktopCPUDetail.aspx?id=169&f1=&f2=&f3=&f4=&f5=&f6=&f7=&f8=&f9=&f10=&f11=&f12=,754,AMD Sempron,90,SDA2800AIO3BO,SDA2800BOBOX,E3,128,256,0,2011
31,AMD Athlon X2 3600+,1900,65,49,https://web.archive.org/web/20121103193245/http://products.amd.com/en-us/DesktopCPUDetail.aspx?id=76&f1=&f2=&f3=&f4=&f5=&f6=&f7=&f8=&f9=&f10=&f11=&f12=,AM2,AMD Athlon X2,65,ADO3600IAA5DD,ADO3600DDBOX,G1,128,512,0,2012
32,AMD Athlon X2 3800+,2000,65,55,https://web.archive.org/web/20121103181003/http://products.amd.com/en-us/DesktopCPUDetail.aspx?id=75&f1=&f2=&f3=&f4=&f5=&f6=&f7=&f8=&f9=&f10=&f11=&f12=,AM2,AMD Athlon X2,90,ADO3800IAA5CZ,ADO3800CZBOX,F3,128,512,0,2012
33,AMD Athlon X2 3800+,2000,89,49,https://web.archive.org/web/20121103181753/http://products.amd.com/en-us/DesktopCPUDetail.aspx?id=73&f1=&f2=&f3=&f4=&f5=&f6=&f7=&f8=&f9=&f10=&f11=&f12=,939,AMD Athlon X2,90,ADA3800DAA5CD,ADA3800BVBOX,E6,128,512,0,2012
34,AMD Athlon X2 4200+,2200,89,49,https://web.archive.org/web/20121105214349/http://products.amd.com/en-us/DesktopCPUDetail.aspx?id=72&f1=&f2=&f3=&f4=&f5=&f6=&f7=&f8=&f9=&f10=&f11=&f12=,939,AMD Athlon X2,90,ADA4200DAA5BV,ADA4200BVBOX,E4,128,512,0,2012
35,AMD Athlon X2 4200+,2200,89,49,https://web.archive.org/web/20121105215134/http://products.amd.com/en-us/DesktopCPUDetail.aspx?id=71&f1=&f2=&f3=&f4=&f5=&f6=&f7=&f8=&f9=&f10=&f11=&f12=,939,AMD Athlon X2,90,ADA4200DAA5CD,ADA4200BVBOX,E6,128,512,0,2012
36,AMD Athlon X2 4400+,2200,89,49,https://web.archive.org/web/20131123015001/http://products.amd.com/pages/DesktopCPUDetail.aspx?id=70&f1=&f2=&f3=&f4=&f5=&f6=&f7=&f8=&f9=&f10=&f11=&f12=,939,AMD Athlon X2,90,ADV4400DAA6CD,ADV4400CDBOX,E6,128,1024,0,2013
37,AMD Athlon X2 4400+,2200,110,49,https://web.archive.org/web/20131123014946/http://products.amd.com/pages/DesktopCPUDetail.aspx?id=69&f1=&f2=&f3=&f4=&f5=&f6=&f7=&f8=&f9=&f10=&f11=&f12=,939,AMD Athlon X2,90,ADA4400DAA6CD,ADA4400CDBOX,E6,128,1024,0,2013
38,AMD Athlon X2 4600+,2400,110,49,https://web.archive.org/web/20131123021619/http://products.amd.com/pages/DesktopCPUDetail.aspx?id=68&f1=&f2=&f3=&f4=&f5=&f6=&f7=&f8=&f9=&f10=&f11=&f12=,939,AMD Athlon X2,90,ADA4600DAA5BV,ADA4600BVBOX,E4,128,512,0,2013
39,AMD Athlon X2 4600+,2400,110,49,https://web.archive.org/web/20131123150247/http://products.amd.com/pages/DesktopCPUDetail.aspx?id=67&f1=&f2=&f3=&f4=&f5=&f6=&f7=&f8=&f9=&f10=&f11=&f12=,939,AMD Athlon X2,90,ADA4600DAA5CD,ADA4600BVBOX,E6,128,512,0,2013
40,AMD Athlon 3800+,2400,62,55,https://web.archive.org/web/20121103193301/http://products.amd.com/en-us/DesktopCPUDetail.aspx?id=85&f1=&f2=&f3=&f4=&f5=&f6=&f7=&f8=&f9=&f10=&f11=&f12=,AM2,AMD Athlon,90,ADA3800IAA4DH,ADA3800DHBOX,F3,128,512,0,2012
41,AMD Athlon LE-1620,2400,45,55,https://web.archive.org/web/20131123161203/http://products.amd.com/pages/DesktopCPUDetail.aspx?id=80&f1=&f2=&f3=&f4=&f5=&f6=&f7=&f8=&f9=&f10=&f11=&f12=,AM2,AMD Athlon,90,ADH1620IAA5DH,ADH1620DHBOX,F3,128,1024,0,2013
42,AMD Athlon X2 3800+,2000,89,49,https://web.archive.org/web/20131123015021/http://products.amd.com/pages/DesktopCPUDetail.aspx?id=74&f1=&f2=&f3=&f4=&f5=&f6=&f7=&f8=&f9=&f10=&f11=&f12=,939,AMD Athlon X2,90,ADA3800DAA5BV,ADA3800BVBOX,E4,128,512,0,2013
43,AMD Athlon 4000+,2400,89,49,https://web.archive.org/web/20121103184438/http://products.amd.com/en-us/DesktopCPUDetail.aspx?id=92&f1=&f2=&f3=&f4=&f5=&f6=&f7=&f8=&f9=&f10=&f11=&f12=,939,AMD Athlon,90,ADA4000DAA5BN,ADA4000BNBOX,E4,128,1024,0,2012
44,AMD Athlon 3500+,2200,62,55,https://web.archive.org/web/20131123150319/http://products.amd.com/pages/DesktopCPUDetail.aspx?id=88&f1=&f2=&f3=&f4=&f5=&f6=&f7=&f8=&f9=&f10=&f11=&f12=,AM2,AMD Athlon,90,ADA3500IAA4CW,ADA3500CWBOX,F2,128,512,0,2013
45,AMD Athlon 3500+,2200,62,55,https://web.archive.org/web/20131122020953/http://products.amd.com/pages/DesktopCPUDetail.aspx?id=87&f1=&f2=&f3=&f4=&f5=&f6=&f7=&f8=&f9=&f10=&f11=&f12=,AM2,AMD Athlon,90,ADA3500IAA4CN,ADA3500CNBOX,F2,128,512,0,2013
46,AMD Athlon 3500+,2200,45,55,https://web.archive.org/web/20131123161208/http://products.amd.com/pages/DesktopCPUDetail.aspx?id=86&f1=&f2=&f3=&f4=&f5=&f6=&f7=&f8=&f9=&f10=&f11=&f12=,AM2,AMD Athlon,65,ADH3500IAA4DE,ADH3500DEBOX,G1,128,512,0,2013
47,AMD Athlon 3800+,2400,62,55,https://web.archive.org/web/20131123220442/http://products.amd.com/pages/DesktopCPUDetail.aspx?id=84&f1=&f2=&f3=&f4=&f5=&f6=&f7=&f8=&f9=&f10=&f11=&f12=,AM2,AMD Athlon,90,ADA3800IAA4CN,ADA3800CNBOX,F2,128,512,0,2013
48,AMD Athlon 4000+,2600,62,55,https://web.archive.org/web/20131123220435/http://products.amd.com/pages/DesktopCPUDetail.aspx?id=82&f1=&f2=&f3=&f4=&f5=&f6=&f7=&f8=&f9=&f10=&f11=&f12=,AM2,AMD Athlon,90,ADA4000IAA4DH,ADA4000DHBOX,F3,128,512,0,2013
49,AMD Athlon LE-1600,2200,45,55,https://web.archive.org/web/20131123220430/http://products.amd.com/pages/DesktopCPUDetail.aspx?id=81&f1=&f2=&f3=&f4=&f5=&f6=&f7=&f8=&f9=&f10=&f11=&f12=,AM2,AMD Athlon,90,ADH1600IAA5DH,ADH1600DHBOX,F3,128,1024,0,2013
50,AMD Athlon 3700+,2200,89,49,https://web.archive.org/web/20121103184443/http://products.amd.com/en-us/DesktopCPUDetail.aspx?id=99&f1=&f2=&f3=&f4=&f5=&f6=&f7=&f8=&f9=&f10=&f11=&f12=,939,AMD Athlon,90,ADA3700DKA5CF,ADA3700CFBOX,E6,128,1024,0,2012
51,AMD Athlon 3700+,2200,89,49,https://web.archive.org/web/20121103191129/http://products.amd.com/en-us/DesktopCPUDetail.aspx?id=98&f1=&f2=&f3=&f4=&f5=&f6=&f7=&f8=&f9=&f10=&f11=&f12=,939,AMD Athlon,90,ADA3700DAA5BN,ADA3700BNBOX,E4,128,1024,0,2012
52,AMD Athlon 3800+,2400,89,49,https://web.archive.org/web/20121103185454/http://products.amd.com/en-us/DesktopCPUDetail.aspx?id=97&f1=&f2=&f3=&f4=&f5=&f6=&f7=&f8=&f9=&f10=&f11=&f12=,939,AMD Athlon,90,ADA3800DAA4BW,ADA3800BPBOX,E6,128,512,0,2012
53,AMD Athlon 3800+,2400,89,49,https://web.archive.org/web/20121105223129/http://products.amd.com/en-us/DesktopCPUDetail.aspx?id=96&f1=&f2=&f3=&f4=&f5=&f6=&f7=&f8=&f9=&f10=&f11=&f12=,939,AMD Athlon,90,ADA3800DAA4BP,ADA3800BPBOX,E3,128,512,0,2012
54,AMD Athlon 3800+,2400,89,70,https://web.archive.org/web/20131123220457/http://products.amd.com/pages/DesktopCPUDetail.aspx?id=95&f1=&f2=&f3=&f4=&f5=&f6=&f7=&f8=&f9=&f10=&f11=&f12=,939,AMD Athlon,130,ADA3800DEP4AW,ADA3800AWBOX,CG,128,512,0,2013
55,AMD Athlon 3800+,2400,89,70,https://web.archive.org/web/20131123023141/http://products.amd.com/pages/DesktopCPUDetail.aspx?id=94&f1=&f2=&f3=&f4=&f5=&f6=&f7=&f8=&f9=&f10=&f11=&f12=,939,AMD Athlon,130,ADA3800DEP4AS,,CG,128,512,0,2013
56,AMD Athlon 4000+,2400,89,49,https://web.archive.org/web/20131123220451/http://products.amd.com/pages/DesktopCPUDetail.aspx?id=93&f1=&f2=&f3=&f4=&f5=&f6=&f7=&f8=&f9=&f10=&f11=&f12=,939,AMD Athlon,90,ADA4000DKA5CF,ADA4000CFBOX,E6,128,1024,0,2013
57,AMD Athlon 4000+,2400,89,70,https://web.archive.org/web/20131123023136/http://products.amd.com/pages/DesktopCPUDetail.aspx?id=91&f1=&f2=&f3=&f4=&f5=&f6=&f7=&f8=&f9=&f10=&f11=&f12=,939,AMD Athlon,130,ADA4000DEP5AS,ADA4000ASBOX,CG,128,1024,0,2013
58,AMD Athlon 3500+,2200,62,55,https://web.archive.org/web/20131123161213/http://products.amd.com/pages/DesktopCPUDetail.aspx?id=90&f1=&f2=&f3=&f4=&f5=&f6=&f7=&f8=&f9=&f10=&f11=&f12=,AM2,AMD Athlon,90,ADA3500IAA4DH,ADA3500DHBOX,F3,128,512,0,2013
59,AMD Athlon 3500+,2200,67,49,https://web.archive.org/web/20131123021156/http://products.amd.com/pages/DesktopCPUDetail.aspx?id=103&f1=&f2=&f3=&f4=&f5=&f6=&f7=&f8=&f9=&f10=&f11=&f12=,939,AMD Athlon,90,ADA3500DAA4BP,ADA3500BPBOX,E3,128,512,0,2013
60,AMD Athlon 3500+,2200,89,70,https://web.archive.org/web/20131123021151/http://products.amd.com/pages/DesktopCPUDetail.aspx?id=101&f1=&f2=&f3=&f4=&f5=&f6=&f7=&f8=&f9=&f10=&f11=&f12=,939,AMD Athlon,130,ADA3500DEP4AW,ADA3500AWBOX,CG,128,512,0,2013
61,AMD Athlon 3400+,2400,89,70,https://web.archive.org/web/20131123021206/http://products.amd.com/pages/DesktopCPUDetail.aspx?id=110&f1=&f2=&f3=&f4=&f5=&f6=&f7=&f8=&f9=&f10=&f11=&f12=,754,AMD Athlon,130,ADA3400AEP4AR,,CG,128,512,0,2013
62,AMD Athlon 3400+,2200,89,70,https://web.archive.org/web/20131123022554/http://products.amd.com/pages/DesktopCPUDetail.aspx?id=109&f1=&f2=&f3=&f4=&f5=&f6=&f7=&f8=&f9=&f10=&f11=&f12=,754,AMD Athlon,130,ADA3400AEP5AR,ADA3400BOX,CG,128,1024,0,2013
63,AMD Athlon 3400+,2200,89,70,https://web.archive.org/web/20131123022549/http://products.amd.com/pages/DesktopCPUDetail.aspx?id=108&f1=&f2=&f3=&f4=&f5=&f6=&f7=&f8=&f9=&f10=&f11=&f12=,754,AMD Athlon,130,ADA3400AEP5AP,ADA3400BOX,C0,128,1024,0,2013
64,AMD Athlon 3700+,2400,89,70,https://web.archive.org/web/20131123021201/http://products.amd.com/pages/DesktopCPUDetail.aspx?id=107&f1=&f2=&f3=&f4=&f5=&f6=&f7=&f8=&f9=&f10=&f11=&f12=,754,AMD Athlon,130,ADA3700AEP5AR,ADA3700BOX,CG,128,1024,0,2013
65,AMD Athlon 3500+,2200,67,49,https://web.archive.org/web/20131123025453/http://products.amd.com/pages/DesktopCPUDetail.aspx?id=105&f1=&f2=&f3=&f4=&f5=&f6=&f7=&f8=&f9=&f10=&f11=&f12=,939,AMD Athlon,90,ADA3500DAA4BW,ADA3500BPBOX,E6,128,512,0,2013
66,AMD Athlon 3500+,2200,67,49,https://web.archive.org/web/20131123025448/http://products.amd.com/pages/DesktopCPUDetail.aspx?id=104&f1=&f2=&f3=&f4=&f5=&f6=&f7=&f8=&f9=&f10=&f11=&f12=,939,AMD Athlon,90,ADA3500DAA4BN,ADA3500BNBOX,E4,128,512,0,2013
67,AMD Athlon 3000+,1800,67,49,https://web.archive.org/web/20121105221448/http://products.amd.com/en-us/DesktopCPUDetail.aspx?id=122&f1=&f2=&f3=&f4=&f5=&f6=&f7=&f8=&f9=&f10=&f11=&f12=,939,AMD Athlon,90,ADA3000DAA4BP,ADA3000BPBOX,E3,128,512,0,2012
68,AMD Athlon 3000+,1800,67,70,https://web.archive.org/web/20121103194539/http://products.amd.com/en-us/DesktopCPUDetail.aspx?id=121&f1=&f2=&f3=&f4=&f5=&f6=&f7=&f8=&f9=&f10=&f11=&f12=,939,AMD Athlon,90,ADA3000DIK4BI,ADA3000BIBOX,D0,128,512,0,2012
69,AMD Athlon 3000+,1800,89,70,https://web.archive.org/web/20121103191016/http://products.amd.com/en-us/DesktopCPUDetail.aspx?id=120&f1=&f2=&f3=&f4=&f5=&f6=&f7=&f8=&f9=&f10=&f11=&f12=,939,AMD Athlon,130,ADA3000DEP4AW,ADA3000AWBOX,CG,128,512,0,2012
70,AMD Athlon 3200+,2000,67,49,https://web.archive.org/web/20121103195331/http://products.amd.com/en-us/DesktopCPUDetail.aspx?id=119&f1=&f2=&f3=&f4=&f5=&f6=&f7=&f8=&f9=&f10=&f11=&f12=,939,AMD Athlon,90,ADA3200DKA4CG,ADA3200CGBOX,E4,128,512,0,2012
71,AMD Athlon 3200+,2000,67,49,https://web.archive.org/web/20121105215030/http://products.amd.com/en-us/DesktopCPUDetail.aspx?id=118&f1=&f2=&f3=&f4=&f5=&f6=&f7=&f8=&f9=&f10=&f11=&f12=,939,AMD Athlon,90,ADA3200DAA4BW,ADA3200BPBOX,E6,128,512,0,2012
72,AMD Athlon 3200+,2000,67,49,https://web.archive.org/web/20121103192512/http://products.amd.com/en-us/DesktopCPUDetail.aspx?id=117&f1=&f2=&f3=&f4=&f5=&f6=&f7=&f8=&f9=&f10=&f11=&f12=,939,AMD Athlon,90,ADA3200DAA4BP,ADA3200BPBOX,E3,128,512,0,2012
73,AMD Athlon 3200+,2000,67,70,https://web.archive.org/web/20131123014522/http://products.amd.com/pages/DesktopCPUDetail.aspx?id=116&f1=&f2=&f3=&f4=&f5=&f6=&f7=&f8=&f9=&f10=&f11=&f12=,939,AMD Athlon,90,ADA3200DIK4BI,ADA3200BIBOX,D0,128,512,0,2013
74,AMD Athlon 3200+,2000,89,70,https://web.archive.org/web/20131123022559/http://products.amd.com/pages/DesktopCPUDetail.aspx?id=115&f1=&f2=&f3=&f4=&f5=&f6=&f7=&f8=&f9=&f10=&f11=&f12=,939,AMD Athlon,130,ADA3200DEP4AW,ADA3200AWBOX,CG,128,512,0,2013
75,AMD Athlon 3000+,1800,62,69,https://web.archive.org/web/20131123021217/http://products.amd.com/pages/DesktopCPUDetail.aspx?id=114&f1=&f2=&f3=&f4=&f5=&f6=&f7=&f8=&f9=&f10=&f11=&f12=,AM2,AMD Athlon,90,ADA3000IAA4CN,ADA3000CNBOX,F2,128,512,0,2013
76,AMD Athlon 3400+,2400,67,65,https://web.archive.org/web/20131123021211/http://products.amd.com/pages/DesktopCPUDetail.aspx?id=112&f1=&f2=&f3=&f4=&f5=&f6=&f7=&f8=&f9=&f10=&f11=&f12=,754,AMD Athlon,90,ADA3400AIK4BO,,E3,128,512,0,2013
77,AMD Athlon 3200+,2000,89,70,https://web.archive.org/web/20131123220245/http://products.amd.com/pages/DesktopCPUDetail.aspx?id=124&f1=&f2=&f3=&f4=&f5=&f6=&f7=&f8=&f9=&f10=&f11=&f12=,754,AMD Athlon,130,ADA3200AEP5AP,ADA3200BOX,C0,128,1024,0,2013
78,AMD Athlon 3000+,1800,67,49,https://web.archive.org/web/20131123022604/http://products.amd.com/pages/DesktopCPUDetail.aspx?id=123&f1=&f2=&f3=&f4=&f5=&f6=&f7=&f8=&f9=&f10=&f11=&f12=,939,AMD Athlon,90,ADA3000DAA4BW,ADA3000BPBOX,E6,128,512,0,2013
79,AMD Athlon 2800+,1800,89,70,https://web.archive.org/web/20131123025523/http://products.amd.com/pages/DesktopCPUDetail.aspx?id=132&f1=&f2=&f3=&f4=&f5=&f6=&f7=&f8=&f9=&f10=&f11=&f12=,754,AMD Athlon,130,ADA2800AEP4AP,ADA2800BOX,C0,128,512,0,2013
80,AMD Athlon 3000+,2000,51,65,https://web.archive.org/web/20131123021236/http://products.amd.com/pages/DesktopCPUDetail.aspx?id=131&f1=&f2=&f3=&f4=&f5=&f6=&f7=&f8=&f9=&f10=&f11=&f12=,754,AMD Athlon,90,ADA3000AIK4BX,ADA3000BXBOX,E6,128,512,0,2013
81,AMD Athlon 3000+,2000,89,70,https://web.archive.org/web/20131123025518/http://products.amd.com/pages/DesktopCPUDetail.aspx?id=130&f1=&f2=&f3=&f4=&f5=&f6=&f7=&f8=&f9=&f10=&f11=&f12=,754,AMD Athlon,130,ADA3000AEP4AX,ADA3000AXBOX,CG,128,512,0,2013
82,AMD Athlon 3000+,2000,89,70,https://web.archive.org/web/20131123014527/http://products.amd.com/pages/DesktopCPUDetail.aspx?id=129&f1=&f2=&f3=&f4=&f5=&f6=&f7=&f8=&f9=&f10=&f11=&f12=,754,AMD Athlon,130,ADA3000AEP4AR,ADA3000BOX,CG,128,512,0,2013
83,AMD Athlon 3000+,2000,89,70,https://web.archive.org/web/20131123174855/http://products.amd.com/pages/DesktopCPUDetail.aspx?id=128&f1=&f2=&f3=&f4=&f5=&f6=&f7=&f8=&f9=&f10=&f11=&f12=,754,AMD Athlon,130,ADA3000AEP4AP,ADA3000BOX,C0,128,512,0,2013
