id,name,base_frequency,tdp,max_temp,url,socket,product_line,lithography,opn_tray,opn_pib,revision,cache_l1,cache_l2,cache_l3,first_mention_year
487,AMD Phenom II X4 925,2800,95,71,https://web.archive.org/web/20100512152852/http://products.amd.com/en-us/DesktopCPUDetail.aspx?id=620&f1=&f2=&f3=&f4=&f5=&f6=&f7=&f8=&f9=&f10=&f11=&f12=,AM3,AMD Phenom II X4,45,HDX925WFK4DGM,HDX925WFGIBOX,C3,128,512,6144,2010
488,AMD FX 4-Core Black Edition FX-4130,3800,125,,https://web.archive.org/web/20121103182722/http://products.amd.com/en-us/DesktopCPUDetail.aspx?id=808&f1=&f2=&f3=&f4=&f5=&f6=&f7=&f8=&f9=&f10=&f11=&f12=,AM3+,AMD FX 4-Core Black Edition,32,,FD4130FRGUBOX,"",,1024,,2012
489,AMD FX 4-Core Black Edition FX-4170,4200,125,61.1,https://web.archive.org/web/20121102231453/http://products.amd.com/en-us/DesktopCPUDetail.aspx?id=786&f1=&f2=&f3=&f4=&f5=&f6=&f7=&f8=&f9=&f10=&f11=&f12=,AM3+,AMD FX 4-Core Black Edition,32,,FD4170FRGUSBX,"",48,1024,8192,2012
490,AMD Phenom II X4 910,2600,95,71,https://web.archive.org/web/20091108144337/http://products.amd.com/en-us/DesktopCPUDetail.aspx?id=525&f1=&f2=&f3=&f4=&f5=&f6=&f7=&f8=&f9=&f10=&f11=&f12=,AM3,AMD Phenom II X4,45,HDX910WFK4DGI,,C2,128,512,6144,2009
491,AMD Athlon X4 740,3200,65,,https://web.archive.org/web/20150429071301/http://products.amd.com/en-us/DesktopCPUDetail.aspx?id=823&f1=&f2=&f3=&f4=&f5=&f6=&f7=&f8=&f9=&f10=&f11=&f12=,FM2,AMD Athlon X4,32,AD740XOKA44HJ,AD740XOKHJBOX,"",,1024,,2015
492,AMD Athlon 64 X2 Dual-Core 4600+,2400,65,55,https://web.archive.org/web/20071128065456/http://products.amd.com/en-us/DesktopCPUDetail.aspx?id=52,AM2,AMD Athlon 64 X2 Dual-Core,90,ADO4600IAA5CZ,ADO4200CZBOX,F3,128,1024,0,2007
493,AMD Phenom II X4 B95,3000,95,71,https://web.archive.org/web/20091002190917/http://products.amd.com/en-us/DesktopCPUDetail.aspx?id=598&f1=&f2=&f3=&f4=&f5=&f6=&f7=&f8=&f9=&f10=&f11=&f12=,AM3,AMD Phenom II X4,45,HDXB95WFK4DGI,,C2,128,512,6144,2009
494,AMD Phenom X4 Quad-Core 9100e,1800,65,61,https://web.archive.org/web/20081207122058/http://products.amd.com/en-us/DesktopCPUDetail.aspx?id=402&f1=&f2=&f3=&f4=&f5=&f6=&f7=&f8=&f9=&f10=,AM2+,AMD Phenom X4 Quad-Core,65,HD9100OBJ4BGD,,B2,128,512,2048,2008
495,AMD Athlon 64 X2 Dual-Core 5000+,2600,65,55,https://web.archive.org/web/20071201082501/http://products.amd.com/en-us/DesktopCPUDetail.aspx?id=41,AM2,AMD Athlon 64 X2 Dual-Core,65,,ADO5000DSWOF,G1,128,1024,0,2007
496,AMD Athlon 64 X2 Dual-Core 6400+,3200,125,55,https://web.archive.org/web/20071201082455/http://products.amd.com/en-us/DesktopCPUDetail.aspx?id=33,AM2,AMD Athlon 64 X2 Dual-Core,90,,ADX6400CZWOF,F3,128,2048,0,2007
